validation_loss,epoch,step,loss,reconstruction_loss,kl_loss
20.651073455810547,0,3,,,
,0,3,938.9298095703125,1.0392119884490967,937.890625
26.5628604888916,1,7,,,
,1,7,396.35870361328125,1.0303442478179932,395.328369140625
30.2526912689209,2,11,,,
,2,11,205.31072998046875,1.021655559539795,204.28909301757812
31.84955406188965,3,15,,,
,3,15,121.49713134765625,1.0118930339813232,120.48524475097656
31.34453010559082,4,19,,,
,4,19,76.46664428710938,1.005552053451538,75.46109771728516
28.248104095458984,5,23,,,
,5,23,50.51494216918945,0.999118447303772,49.51582336425781
26.040292739868164,6,27,,,
,6,27,42.38572311401367,0.9909026622772217,41.39482116699219
21.44938850402832,7,31,,,
,7,31,25.823646545410156,0.9819821715354919,24.841663360595703
18.227975845336914,8,35,,,
,8,35,19.716405868530273,0.9741963148117065,18.742210388183594
15.551033973693848,9,39,,,
,9,39,16.48001480102539,0.9666154980659485,15.51340103149414
13.47902774810791,10,43,,,
,10,43,12.948362350463867,0.959190309047699,11.989171981811523
11.670315742492676,11,47,,,
,11,47,12.678215026855469,0.9526776671409607,11.725537300109863
10.885509490966797,12,51,,,
,12,51,11.024517059326172,0.9433382749557495,10.081178665161133
9.579764366149902,13,55,,,
,13,55,9.73742961883545,0.9345675706863403,8.802862167358398
8.791680335998535,14,59,,,
,14,59,10.493553161621094,0.9283608794212341,9.565193176269531
8.245346069335938,15,63,,,
,15,63,8.407061576843262,0.9220230579376221,7.485038757324219
7.474039554595947,16,67,,,
,16,67,7.247602462768555,0.9132809638977051,6.33432149887085
7.218339920043945,17,71,,,
,17,71,7.265567302703857,0.9070092439651489,6.35855770111084
7.602709770202637,18,75,,,
,18,75,8.031713485717773,0.8986705541610718,7.13304328918457
6.649744987487793,19,79,,,
,19,79,6.0670952796936035,0.8901062607765198,5.176989555358887
5.901268482208252,20,83,,,
,20,83,5.475929260253906,0.883039116859436,4.59289026260376
6.015207767486572,21,87,,,
,21,87,5.957335472106934,0.8769930005073547,5.080342769622803
5.859619617462158,22,91,,,
,22,91,6.385481357574463,0.8699788451194763,5.515502452850342
6.046010971069336,23,95,,,
,23,95,6.5847249031066895,0.8617193698883057,5.723005771636963
5.730894565582275,24,99,,,
,24,99,7.446188926696777,0.8570351600646973,6.58915376663208
5.330913066864014,25,103,,,
,25,103,6.29219913482666,0.8454691171646118,5.44672966003418
5.597324848175049,26,107,,,
,26,107,5.304343223571777,0.8411301970481873,4.463212966918945
5.6960625648498535,27,111,,,
,27,111,6.297618865966797,0.8345194458961487,5.463099479675293
5.056822776794434,28,115,,,
,28,115,6.106971740722656,0.8286211490631104,5.278350830078125
5.763368606567383,29,119,,,
,29,119,5.9432783126831055,0.8202324509620667,5.123045921325684
5.371587753295898,30,123,,,
,30,123,6.103305339813232,0.813670814037323,5.289634704589844
4.797358512878418,31,127,,,
,31,127,4.213433265686035,0.8072353601455688,3.406198024749756
4.818251609802246,32,131,,,
,32,131,6.0583176612854,0.8007057905197144,5.257612228393555
4.556018352508545,33,135,,,
,33,135,4.536995887756348,0.7945879697799683,3.74240779876709
4.218059062957764,34,139,,,
,34,139,4.838303565979004,0.7871427536010742,4.05116081237793
4.249772548675537,35,143,,,
,35,143,3.8620376586914062,0.7813442945480347,3.080693244934082
3.8650946617126465,36,147,,,
,36,147,3.6296136379241943,0.7745368480682373,2.855076789855957
3.803088665008545,37,151,,,
,37,151,3.338864803314209,0.7675504088401794,2.5713140964508057
3.330359935760498,38,155,,,
,38,155,2.7226130962371826,0.7600962519645691,1.9625169038772583
3.410771608352661,39,159,,,
,39,159,3.3086907863616943,0.7550455331802368,2.553645133972168
3.2792844772338867,40,163,,,
,40,163,3.45025634765625,0.7476539015769958,2.7026023864746094
3.2332956790924072,41,167,,,
,41,167,2.9935479164123535,0.7416315674781799,2.2519164085388184
3.271771192550659,42,171,,,
,42,171,3.773597240447998,0.7357612252235413,3.0378360748291016
3.3881492614746094,43,175,,,
,43,175,3.9376087188720703,0.7292520999908447,3.2083563804626465
3.341142177581787,44,179,,,
,44,179,2.7580299377441406,0.724393367767334,2.0336365699768066
3.400265693664551,45,183,,,
,45,183,2.720942258834839,0.7191991806030273,2.0017430782318115
2.850036382675171,46,187,,,
,46,187,2.940436363220215,0.7120909094810486,2.2283453941345215
2.8481228351593018,47,191,,,
,47,191,2.508413314819336,0.7051781415939331,1.8032351732254028
2.707232713699341,48,195,,,
,48,195,2.30977463722229,0.7000534534454346,1.6097211837768555
2.6500532627105713,49,199,,,
,49,199,2.958022356033325,0.6953024864196777,2.2627201080322266
2.5318193435668945,50,203,,,
,50,203,2.232632637023926,0.6884328126907349,1.5441997051239014
2.284562587738037,51,207,,,
,51,207,2.457024574279785,0.6837804913520813,1.773244023323059
2.3746495246887207,52,211,,,
,52,211,2.7984611988067627,0.6757447123527527,2.1227164268493652
2.3660287857055664,53,215,,,
,53,215,2.5499134063720703,0.6718332171440125,1.878080129623413
2.6034741401672363,54,219,,,
,54,219,2.4069278240203857,0.6650146842002869,1.741913080215454
2.58358097076416,55,223,,,
,55,223,3.4788708686828613,0.6605200171470642,2.8183505535125732
2.552565574645996,56,227,,,
,56,227,2.3330979347229004,0.6547515988349915,1.6783465147018433
2.917874336242676,57,231,,,
,57,231,3.0433435440063477,0.646925151348114,2.396418571472168
2.5400285720825195,58,235,,,
,58,235,2.8379108905792236,0.6424255967140198,2.1954853534698486
2.4553017616271973,59,239,,,
,59,239,2.346700668334961,0.6375218629837036,1.7091786861419678
2.3381714820861816,60,243,,,
,60,243,2.889953851699829,0.6313282251358032,2.2586257457733154
2.2253031730651855,61,247,,,
,61,247,2.3777382373809814,0.6266093254089355,1.7511290311813354
2.009632110595703,62,251,,,
,62,251,2.138599395751953,0.6195895671844482,1.5190098285675049
2.163987398147583,63,255,,,
,63,255,2.3317198753356934,0.615171492099762,1.7165484428405762
