loss,reconstruction_loss,kl_loss,epoch,step
7.388153553009033,0.9456363916397095,6.442517280578613,12,49
3.9351694583892822,0.8550875782966614,3.0800819396972656,24,99
2.5176358222961426,0.7680994868278503,1.7495362758636475,37,149
2.7334892749786377,0.6916421055793762,2.0418472290039062,49,199
1.688399314880371,0.6220178604125977,1.0663814544677734,62,249
1.1761256456375122,0.5551279187202454,0.6209977269172668,74,299
1.147678017616272,0.49559804797172546,0.6520799398422241,87,349
0.8711419105529785,0.4414311945438385,0.42971071600914,99,399
0.8240148425102234,0.39409470558166504,0.42992013692855835,112,449
0.6467902660369873,0.3508855104446411,0.2959047257900238,124,499
0.6452122926712036,0.31083008646965027,0.33438223600387573,137,549
0.714188814163208,0.27359017729759216,0.44059866666793823,149,599
0.7328323125839233,0.2418513298034668,0.49098095297813416,162,649
0.5630308985710144,0.21312259137630463,0.34990832209587097,174,699
0.35031235218048096,0.1872413009405136,0.16307103633880615,187,749
0.34832996129989624,0.16344435513019562,0.18488562107086182,199,799
0.2504672408103943,0.1431138962507248,0.10735335946083069,212,849
0.2705201804637909,0.12695619463920593,0.14356398582458496,224,899
0.22166895866394043,0.11030622571706772,0.11136272549629211,237,949
0.3073648512363434,0.09803936630487442,0.20932549238204956,249,999
0.16722407937049866,0.08586430549621582,0.08135977387428284,262,1049
0.14603790640830994,0.07703512907028198,0.06900277733802795,274,1099
0.1941084861755371,0.06864147633314133,0.12546700239181519,287,1149
0.20540395379066467,0.06070708855986595,0.14469686150550842,299,1199
0.13997863233089447,0.05364890769124031,0.08632972836494446,312,1249
0.11668230593204498,0.04982198774814606,0.06686031818389893,324,1299
0.11470776796340942,0.04439535737037659,0.07031241059303284,337,1349
0.13311351835727692,0.0419885627925396,0.09112495183944702,349,1399
0.1553320735692978,0.03815882280468941,0.11717325448989868,362,1449
0.11081193387508392,0.03529391810297966,0.07551801204681396,374,1499
0.08871123939752579,0.03353855758905411,0.05517268180847168,387,1549
0.07946163415908813,0.031602535396814346,0.04785910248756409,399,1599
0.07870753854513168,0.030311906710267067,0.048395633697509766,412,1649
0.07992340624332428,0.028980597853660583,0.050942808389663696,424,1699
0.11897487938404083,0.028348494321107864,0.09062638878822327,437,1749
0.07086901366710663,0.027524573728442192,0.04334443807601929,449,1799
0.08053469657897949,0.02733132243156433,0.05320337414741516,462,1849
0.050734974443912506,0.02616194449365139,0.024573028087615967,474,1899
0.07065407931804657,0.025345250964164734,0.045308828353881836,487,1949
0.06702885776758194,0.02530435286462307,0.04172450304031372,499,1999
0.06911511719226837,0.025343403220176697,0.043771713972091675,512,2049
0.06324413418769836,0.024464908987283707,0.038779228925704956,524,2099
0.07391365617513657,0.024555226787924767,0.04935842752456665,537,2149
0.04706037789583206,0.024110501632094383,0.02294987440109253,549,2199
0.059430692344903946,0.023958329111337662,0.035472363233566284,562,2249
0.05887448787689209,0.02295011095702648,0.03592437505722046,574,2299
0.04878927767276764,0.02319781482219696,0.02559146285057068,587,2349
0.05133575201034546,0.02299088053405285,0.02834486961364746,599,2399
0.049395814538002014,0.022673921659588814,0.02672189474105835,612,2449
0.04155007004737854,0.0220872163772583,0.01946285367012024,624,2499
0.05507553368806839,0.0218737181276083,0.03320181369781494,637,2549
0.05027613788843155,0.021649455651640892,0.028626680374145508,649,2599
0.04714270681142807,0.022031953558325768,0.025110751390457153,662,2649
0.07872926443815231,0.0205930694937706,0.058136194944381714,674,2699
0.04167744889855385,0.021398726850748062,0.020278722047805786,687,2749
0.045457590371370316,0.020920652896165848,0.024536937475204468,699,2799
0.05290353298187256,0.020142436027526855,0.0327610969543457,712,2849
0.034896425902843475,0.020330063998699188,0.014566361904144287,724,2899
0.0448925644159317,0.020202025771141052,0.02469053864479065,737,2949
0.039023660123348236,0.02014949358999729,0.018874168395996094,749,2999
0.055313318967819214,0.019798519089818,0.03551480174064636,762,3049
0.044966816902160645,0.018894165754318237,0.026072651147842407,774,3099
0.04043712466955185,0.01875491999089718,0.02168220281600952,787,3149
0.04103841632604599,0.019086236134171486,0.021952182054519653,799,3199
0.06679492443799973,0.018257280811667442,0.048537641763687134,812,3249
0.06256267428398132,0.017725735902786255,0.04483693838119507,824,3299
0.04886813461780548,0.018267588689923286,0.030600547790527344,837,3349
0.04339602589607239,0.01807457208633423,0.02532145380973816,849,3399
0.04697931185364723,0.016861949115991592,0.03011736273765564,862,3449
0.03228571638464928,0.017316903918981552,0.014968812465667725,874,3499
0.029331302270293236,0.017063742503523827,0.01226755976676941,887,3549
0.04173295572400093,0.017021972686052322,0.02471098303794861,899,3599
0.038260944187641144,0.01664448343217373,0.021616458892822266,912,3649
0.0814867839217186,0.016884947195649147,0.0646018385887146,924,3699
0.031774502247571945,0.015887659043073654,0.01588684320449829,937,3749
0.03125416487455368,0.016262643039226532,0.014991521835327148,949,3799
0.031823400408029556,0.015459838323295116,0.016363561153411865,962,3849
0.0976671352982521,0.015493339858949184,0.08217379450798035,974,3899
0.02894490957260132,0.015454590320587158,0.01349031925201416,987,3949
0.1297750473022461,0.015449009835720062,0.11432603001594543,999,3999
