validation_loss,loss,reconstruction_loss,kl_loss,epoch,step
1.0611037015914917,-1.0,-1.0,-1.0,96,387
1.0297255516052246,-1.0,-1.0,-1.0,97,391
1.0811045169830322,-1.0,-1.0,-1.0,98,395
-1.0,0.8711419105529785,0.4414311945438385,0.42971071600914,99,399
1.0416488647460938,-1.0,-1.0,-1.0,99,399
0.9902775287628174,-1.0,-1.0,-1.0,100,403
0.9648224115371704,-1.0,-1.0,-1.0,101,407
0.8661322593688965,-1.0,-1.0,-1.0,102,411
0.9371770620346069,-1.0,-1.0,-1.0,103,415
0.9131627082824707,-1.0,-1.0,-1.0,104,419
0.8386840224266052,-1.0,-1.0,-1.0,105,423
0.9087283611297607,-1.0,-1.0,-1.0,106,427
0.91892409324646,-1.0,-1.0,-1.0,107,431
0.897344708442688,-1.0,-1.0,-1.0,108,435
0.8858535289764404,-1.0,-1.0,-1.0,109,439
0.7435601949691772,-1.0,-1.0,-1.0,110,443
0.8317855596542358,-1.0,-1.0,-1.0,111,447
-1.0,0.8240148425102234,0.39409470558166504,0.42992013692855835,112,449
0.9555895924568176,-1.0,-1.0,-1.0,112,451
0.7469714879989624,-1.0,-1.0,-1.0,113,455
0.7538683414459229,-1.0,-1.0,-1.0,114,459
0.9492958784103394,-1.0,-1.0,-1.0,115,463
0.7464410066604614,-1.0,-1.0,-1.0,116,467
0.8009389638900757,-1.0,-1.0,-1.0,117,471
0.7813601493835449,-1.0,-1.0,-1.0,118,475
0.7381919622421265,-1.0,-1.0,-1.0,119,479
0.8668848276138306,-1.0,-1.0,-1.0,120,483
0.7563942670822144,-1.0,-1.0,-1.0,121,487
0.6857767105102539,-1.0,-1.0,-1.0,122,491
0.6776008009910583,-1.0,-1.0,-1.0,123,495
-1.0,0.6467902660369873,0.3508855104446411,0.2959047257900238,124,499
0.6975111961364746,-1.0,-1.0,-1.0,124,499
0.7162767648696899,-1.0,-1.0,-1.0,125,503
0.7104331254959106,-1.0,-1.0,-1.0,126,507
0.6790749430656433,-1.0,-1.0,-1.0,127,511
0.8538404703140259,-1.0,-1.0,-1.0,128,515
0.7580994367599487,-1.0,-1.0,-1.0,129,519
0.6588448882102966,-1.0,-1.0,-1.0,130,523
0.632983922958374,-1.0,-1.0,-1.0,131,527
0.8029820919036865,-1.0,-1.0,-1.0,132,531
0.6228827238082886,-1.0,-1.0,-1.0,133,535
0.6081781387329102,-1.0,-1.0,-1.0,134,539
0.6858385801315308,-1.0,-1.0,-1.0,135,543
0.5903077721595764,-1.0,-1.0,-1.0,136,547
-1.0,0.6452122926712036,0.31083008646965027,0.33438223600387573,137,549
0.5760238170623779,-1.0,-1.0,-1.0,137,551
0.5965156555175781,-1.0,-1.0,-1.0,138,555
0.501721978187561,-1.0,-1.0,-1.0,139,559
0.554265022277832,-1.0,-1.0,-1.0,140,563
0.6132010221481323,-1.0,-1.0,-1.0,141,567
0.6943035125732422,-1.0,-1.0,-1.0,142,571
0.6919469833374023,-1.0,-1.0,-1.0,143,575
0.6042044162750244,-1.0,-1.0,-1.0,144,579
0.6950585842132568,-1.0,-1.0,-1.0,145,583
0.5538744330406189,-1.0,-1.0,-1.0,146,587
0.5729817152023315,-1.0,-1.0,-1.0,147,591
0.6094576716423035,-1.0,-1.0,-1.0,148,595
-1.0,0.714188814163208,0.27359017729759216,0.44059866666793823,149,599
0.5449883937835693,-1.0,-1.0,-1.0,149,599
0.4988611340522766,-1.0,-1.0,-1.0,150,603
0.6687650680541992,-1.0,-1.0,-1.0,151,607
0.4983968138694763,-1.0,-1.0,-1.0,152,611
0.5283709764480591,-1.0,-1.0,-1.0,153,615
0.5285409688949585,-1.0,-1.0,-1.0,154,619
0.4552686810493469,-1.0,-1.0,-1.0,155,623
0.4780871868133545,-1.0,-1.0,-1.0,156,627
0.436492383480072,-1.0,-1.0,-1.0,157,631
0.4690864682197571,-1.0,-1.0,-1.0,158,635
0.5388926267623901,-1.0,-1.0,-1.0,159,639
0.4550071954727173,-1.0,-1.0,-1.0,160,643
0.4220832586288452,-1.0,-1.0,-1.0,161,647
-1.0,0.7328323125839233,0.2418513298034668,0.49098095297813416,162,649
0.5036329030990601,-1.0,-1.0,-1.0,162,651
0.5059090256690979,-1.0,-1.0,-1.0,163,655
0.47822943329811096,-1.0,-1.0,-1.0,164,659
0.4519917964935303,-1.0,-1.0,-1.0,165,663
0.38887083530426025,-1.0,-1.0,-1.0,166,667
0.34711748361587524,-1.0,-1.0,-1.0,167,671
0.4663870632648468,-1.0,-1.0,-1.0,168,675
0.4423384666442871,-1.0,-1.0,-1.0,169,679
0.4704301059246063,-1.0,-1.0,-1.0,170,683
0.3933136463165283,-1.0,-1.0,-1.0,171,687
0.4382402002811432,-1.0,-1.0,-1.0,172,691
0.4483885169029236,-1.0,-1.0,-1.0,173,695
-1.0,0.5630308985710144,0.21312259137630463,0.34990832209587097,174,699
0.40417033433914185,-1.0,-1.0,-1.0,174,699
0.4659245014190674,-1.0,-1.0,-1.0,175,703
0.38534945249557495,-1.0,-1.0,-1.0,176,707
0.5018030405044556,-1.0,-1.0,-1.0,177,711
0.4431639313697815,-1.0,-1.0,-1.0,178,715
0.4370386004447937,-1.0,-1.0,-1.0,179,719
0.3691028356552124,-1.0,-1.0,-1.0,180,723
0.419472873210907,-1.0,-1.0,-1.0,181,727
0.3497147560119629,-1.0,-1.0,-1.0,182,731
0.3732638657093048,-1.0,-1.0,-1.0,183,735
0.37364161014556885,-1.0,-1.0,-1.0,184,739
0.38021978735923767,-1.0,-1.0,-1.0,185,743
0.3217897117137909,-1.0,-1.0,-1.0,186,747
-1.0,0.35031235218048096,0.1872413009405136,0.16307103633880615,187,749
0.32817399501800537,-1.0,-1.0,-1.0,187,751
0.2783776521682739,-1.0,-1.0,-1.0,188,755
0.3059907555580139,-1.0,-1.0,-1.0,189,759
0.279975950717926,-1.0,-1.0,-1.0,190,763
0.34266507625579834,-1.0,-1.0,-1.0,191,767
0.3259510397911072,-1.0,-1.0,-1.0,192,771
0.30964726209640503,-1.0,-1.0,-1.0,193,775
0.32126688957214355,-1.0,-1.0,-1.0,194,779
0.3184748888015747,-1.0,-1.0,-1.0,195,783
0.3151054382324219,-1.0,-1.0,-1.0,196,787
0.3292481303215027,-1.0,-1.0,-1.0,197,791
0.2505486011505127,-1.0,-1.0,-1.0,198,795
-1.0,0.34832996129989624,0.16344435513019562,0.18488562107086182,199,799
0.28464317321777344,-1.0,-1.0,-1.0,199,799
0.32126450538635254,-1.0,-1.0,-1.0,200,803
0.3390830159187317,-1.0,-1.0,-1.0,201,807
0.32153403759002686,-1.0,-1.0,-1.0,202,811
0.299690842628479,-1.0,-1.0,-1.0,203,815
0.3077661395072937,-1.0,-1.0,-1.0,204,819
0.30973541736602783,-1.0,-1.0,-1.0,205,823
0.27859267592430115,-1.0,-1.0,-1.0,206,827
0.2772893011569977,-1.0,-1.0,-1.0,207,831
0.2651471793651581,-1.0,-1.0,-1.0,208,835
0.2686229944229126,-1.0,-1.0,-1.0,209,839
0.25321295857429504,-1.0,-1.0,-1.0,210,843
0.2496698647737503,-1.0,-1.0,-1.0,211,847
-1.0,0.2504672408103943,0.1431138962507248,0.10735335946083069,212,849
0.29248571395874023,-1.0,-1.0,-1.0,212,851
0.3148643970489502,-1.0,-1.0,-1.0,213,855
0.24270063638687134,-1.0,-1.0,-1.0,214,859
0.2326204478740692,-1.0,-1.0,-1.0,215,863
0.28669488430023193,-1.0,-1.0,-1.0,216,867
0.2960612177848816,-1.0,-1.0,-1.0,217,871
0.26464664936065674,-1.0,-1.0,-1.0,218,875
0.253542423248291,-1.0,-1.0,-1.0,219,879
0.21870428323745728,-1.0,-1.0,-1.0,220,883
0.22942475974559784,-1.0,-1.0,-1.0,221,887
0.24362273514270782,-1.0,-1.0,-1.0,222,891
0.23253978788852692,-1.0,-1.0,-1.0,223,895
-1.0,0.2705201804637909,0.12695619463920593,0.14356398582458496,224,899
0.22878819704055786,-1.0,-1.0,-1.0,224,899
0.2518000602722168,-1.0,-1.0,-1.0,225,903
0.20489926636219025,-1.0,-1.0,-1.0,226,907
0.22923880815505981,-1.0,-1.0,-1.0,227,911
0.20968329906463623,-1.0,-1.0,-1.0,228,915
0.2122337520122528,-1.0,-1.0,-1.0,229,919
0.2311791330575943,-1.0,-1.0,-1.0,230,923
0.2099563181400299,-1.0,-1.0,-1.0,231,927
0.2341075986623764,-1.0,-1.0,-1.0,232,931
0.21982146799564362,-1.0,-1.0,-1.0,233,935
0.24690040946006775,-1.0,-1.0,-1.0,234,939
0.2582758069038391,-1.0,-1.0,-1.0,235,943
0.18871243298053741,-1.0,-1.0,-1.0,236,947
-1.0,0.22166895866394043,0.11030622571706772,0.11136272549629211,237,949
0.20598649978637695,-1.0,-1.0,-1.0,237,951
0.19306139647960663,-1.0,-1.0,-1.0,238,955
0.2018955647945404,-1.0,-1.0,-1.0,239,959
0.19161280989646912,-1.0,-1.0,-1.0,240,963
0.1974012553691864,-1.0,-1.0,-1.0,241,967
0.21307486295700073,-1.0,-1.0,-1.0,242,971
0.22341781854629517,-1.0,-1.0,-1.0,243,975
0.20761439204216003,-1.0,-1.0,-1.0,244,979
0.1894063800573349,-1.0,-1.0,-1.0,245,983
0.2259359359741211,-1.0,-1.0,-1.0,246,987
0.2554532289505005,-1.0,-1.0,-1.0,247,991
0.22708278894424438,-1.0,-1.0,-1.0,248,995
-1.0,0.3073648512363434,0.09803936630487442,0.20932549238204956,249,999
0.23230639100074768,-1.0,-1.0,-1.0,249,999
0.2136697769165039,-1.0,-1.0,-1.0,250,1003
0.2171306014060974,-1.0,-1.0,-1.0,251,1007
0.20279161632061005,-1.0,-1.0,-1.0,252,1011
0.21094027161598206,-1.0,-1.0,-1.0,253,1015
0.23329198360443115,-1.0,-1.0,-1.0,254,1019
0.19909337162971497,-1.0,-1.0,-1.0,255,1023
0.17949038743972778,-1.0,-1.0,-1.0,256,1027
0.1744941771030426,-1.0,-1.0,-1.0,257,1031
0.15913037955760956,-1.0,-1.0,-1.0,258,1035
0.16063301265239716,-1.0,-1.0,-1.0,259,1039
0.17952969670295715,-1.0,-1.0,-1.0,260,1043
0.16239836812019348,-1.0,-1.0,-1.0,261,1047
-1.0,0.16722407937049866,0.08586430549621582,0.08135977387428284,262,1049
0.16565895080566406,-1.0,-1.0,-1.0,262,1051
0.1632395088672638,-1.0,-1.0,-1.0,263,1055
0.1622961312532425,-1.0,-1.0,-1.0,264,1059
0.15540924668312073,-1.0,-1.0,-1.0,265,1063
0.15710556507110596,-1.0,-1.0,-1.0,266,1067
0.16588306427001953,-1.0,-1.0,-1.0,267,1071
0.18443861603736877,-1.0,-1.0,-1.0,268,1075
0.1680375337600708,-1.0,-1.0,-1.0,269,1079
0.17246532440185547,-1.0,-1.0,-1.0,270,1083
0.1808502972126007,-1.0,-1.0,-1.0,271,1087
0.1686905026435852,-1.0,-1.0,-1.0,272,1091
0.18868696689605713,-1.0,-1.0,-1.0,273,1095
-1.0,0.14603790640830994,0.07703512907028198,0.06900277733802795,274,1099
0.15427260100841522,-1.0,-1.0,-1.0,274,1099
0.15412703156471252,-1.0,-1.0,-1.0,275,1103
0.17276865243911743,-1.0,-1.0,-1.0,276,1107
0.17519213259220123,-1.0,-1.0,-1.0,277,1111
0.16742634773254395,-1.0,-1.0,-1.0,278,1115
0.16310817003250122,-1.0,-1.0,-1.0,279,1119
0.1501859724521637,-1.0,-1.0,-1.0,280,1123
0.1397477090358734,-1.0,-1.0,-1.0,281,1127
0.13083462417125702,-1.0,-1.0,-1.0,282,1131
0.14150428771972656,-1.0,-1.0,-1.0,283,1135
0.14642436802387238,-1.0,-1.0,-1.0,284,1139
0.14809522032737732,-1.0,-1.0,-1.0,285,1143
0.1541641652584076,-1.0,-1.0,-1.0,286,1147
-1.0,0.1941084861755371,0.06864147633314133,0.12546700239181519,287,1149
0.14776310324668884,-1.0,-1.0,-1.0,287,1151
0.15201011300086975,-1.0,-1.0,-1.0,288,1155
0.15923628211021423,-1.0,-1.0,-1.0,289,1159
0.14760833978652954,-1.0,-1.0,-1.0,290,1163
0.16155768930912018,-1.0,-1.0,-1.0,291,1167
0.1614273190498352,-1.0,-1.0,-1.0,292,1171
0.16467979550361633,-1.0,-1.0,-1.0,293,1175
0.1598782241344452,-1.0,-1.0,-1.0,294,1179
0.1549273133277893,-1.0,-1.0,-1.0,295,1183
0.15328365564346313,-1.0,-1.0,-1.0,296,1187
0.15349072217941284,-1.0,-1.0,-1.0,297,1191
0.1846063733100891,-1.0,-1.0,-1.0,298,1195
-1.0,0.20540395379066467,0.06070708855986595,0.14469686150550842,299,1199
0.15124520659446716,-1.0,-1.0,-1.0,299,1199
0.1504654586315155,-1.0,-1.0,-1.0,300,1203
0.15469154715538025,-1.0,-1.0,-1.0,301,1207
0.1393921673297882,-1.0,-1.0,-1.0,302,1211
0.13526791334152222,-1.0,-1.0,-1.0,303,1215
0.12638112902641296,-1.0,-1.0,-1.0,304,1219
0.11800020933151245,-1.0,-1.0,-1.0,305,1223
0.1253562867641449,-1.0,-1.0,-1.0,306,1227
0.11685214936733246,-1.0,-1.0,-1.0,307,1231
0.12648028135299683,-1.0,-1.0,-1.0,308,1235
0.11953863501548767,-1.0,-1.0,-1.0,309,1239
0.1257336437702179,-1.0,-1.0,-1.0,310,1243
0.14937788248062134,-1.0,-1.0,-1.0,311,1247
-1.0,0.13997863233089447,0.05364890769124031,0.08632972836494446,312,1249
0.13882863521575928,-1.0,-1.0,-1.0,312,1251
0.13123129308223724,-1.0,-1.0,-1.0,313,1255
0.1367654651403427,-1.0,-1.0,-1.0,314,1259
0.12215819954872131,-1.0,-1.0,-1.0,315,1263
0.12044061720371246,-1.0,-1.0,-1.0,316,1267
0.1119469404220581,-1.0,-1.0,-1.0,317,1271
0.11433017253875732,-1.0,-1.0,-1.0,318,1275
0.1216648519039154,-1.0,-1.0,-1.0,319,1279
0.11224652081727982,-1.0,-1.0,-1.0,320,1283
0.11109159886837006,-1.0,-1.0,-1.0,321,1287
0.12307265400886536,-1.0,-1.0,-1.0,322,1291
0.12754428386688232,-1.0,-1.0,-1.0,323,1295
-1.0,0.11668230593204498,0.04982198774814606,0.06686031818389893,324,1299
0.12280505895614624,-1.0,-1.0,-1.0,324,1299
0.13188400864601135,-1.0,-1.0,-1.0,325,1303
0.1266123354434967,-1.0,-1.0,-1.0,326,1307
0.11862413585186005,-1.0,-1.0,-1.0,327,1311
0.10928915441036224,-1.0,-1.0,-1.0,328,1315
0.10935388505458832,-1.0,-1.0,-1.0,329,1319
0.10429436713457108,-1.0,-1.0,-1.0,330,1323
0.10323607176542282,-1.0,-1.0,-1.0,331,1327
0.10419569909572601,-1.0,-1.0,-1.0,332,1331
0.11922281980514526,-1.0,-1.0,-1.0,333,1335
0.1082230657339096,-1.0,-1.0,-1.0,334,1339
0.10455460846424103,-1.0,-1.0,-1.0,335,1343
0.10986216366291046,-1.0,-1.0,-1.0,336,1347
-1.0,0.11470776796340942,0.04439535737037659,0.07031241059303284,337,1349
0.09762617945671082,-1.0,-1.0,-1.0,337,1351
0.09640774130821228,-1.0,-1.0,-1.0,338,1355
0.09464183449745178,-1.0,-1.0,-1.0,339,1359
0.10414962470531464,-1.0,-1.0,-1.0,340,1363
0.10353082418441772,-1.0,-1.0,-1.0,341,1367
0.10237550735473633,-1.0,-1.0,-1.0,342,1371
0.10366809368133545,-1.0,-1.0,-1.0,343,1375
0.09831226617097855,-1.0,-1.0,-1.0,344,1379
0.10127520561218262,-1.0,-1.0,-1.0,345,1383
0.1137067973613739,-1.0,-1.0,-1.0,346,1387
0.10370475053787231,-1.0,-1.0,-1.0,347,1391
0.09618779271841049,-1.0,-1.0,-1.0,348,1395
-1.0,0.13311351835727692,0.0419885627925396,0.09112495183944702,349,1399
0.11547917872667313,-1.0,-1.0,-1.0,349,1399
0.11992993950843811,-1.0,-1.0,-1.0,350,1403
0.14528706669807434,-1.0,-1.0,-1.0,351,1407
0.1338793933391571,-1.0,-1.0,-1.0,352,1411
0.12991222739219666,-1.0,-1.0,-1.0,353,1415
0.11212997138500214,-1.0,-1.0,-1.0,354,1419
0.13478772342205048,-1.0,-1.0,-1.0,355,1423
0.12261010706424713,-1.0,-1.0,-1.0,356,1427
0.13748830556869507,-1.0,-1.0,-1.0,357,1431
0.12210303544998169,-1.0,-1.0,-1.0,358,1435
0.11859441548585892,-1.0,-1.0,-1.0,359,1439
0.10785147547721863,-1.0,-1.0,-1.0,360,1443
0.1077120378613472,-1.0,-1.0,-1.0,361,1447
-1.0,0.1553320735692978,0.03815882280468941,0.11717325448989868,362,1449
0.11057363450527191,-1.0,-1.0,-1.0,362,1451
0.10259586572647095,-1.0,-1.0,-1.0,363,1455
0.13788577914237976,-1.0,-1.0,-1.0,364,1459
0.10720260441303253,-1.0,-1.0,-1.0,365,1463
0.09886825084686279,-1.0,-1.0,-1.0,366,1467
0.09336958825588226,-1.0,-1.0,-1.0,367,1471
0.0958935022354126,-1.0,-1.0,-1.0,368,1475
0.09186402708292007,-1.0,-1.0,-1.0,369,1479
0.10417155176401138,-1.0,-1.0,-1.0,370,1483
0.09832550585269928,-1.0,-1.0,-1.0,371,1487
0.08765804022550583,-1.0,-1.0,-1.0,372,1491
0.10235056281089783,-1.0,-1.0,-1.0,373,1495
-1.0,0.11081193387508392,0.03529391810297966,0.07551801204681396,374,1499
0.08675999194383621,-1.0,-1.0,-1.0,374,1499
0.08178471028804779,-1.0,-1.0,-1.0,375,1503
0.08888371288776398,-1.0,-1.0,-1.0,376,1507
0.087405726313591,-1.0,-1.0,-1.0,377,1511
0.0996340811252594,-1.0,-1.0,-1.0,378,1515
0.09404042363166809,-1.0,-1.0,-1.0,379,1519
0.08502818644046783,-1.0,-1.0,-1.0,380,1523
0.09091152995824814,-1.0,-1.0,-1.0,381,1527
0.08827697485685349,-1.0,-1.0,-1.0,382,1531
0.08929834514856339,-1.0,-1.0,-1.0,383,1535
0.08779054880142212,-1.0,-1.0,-1.0,384,1539
0.09455057978630066,-1.0,-1.0,-1.0,385,1543
0.08433979749679565,-1.0,-1.0,-1.0,386,1547
-1.0,0.08871123939752579,0.03353855758905411,0.05517268180847168,387,1549
0.09157547354698181,-1.0,-1.0,-1.0,387,1551
0.08476151525974274,-1.0,-1.0,-1.0,388,1555
0.08485029637813568,-1.0,-1.0,-1.0,389,1559
0.09059286117553711,-1.0,-1.0,-1.0,390,1563
0.08712078630924225,-1.0,-1.0,-1.0,391,1567
0.09031271934509277,-1.0,-1.0,-1.0,392,1571
0.08174432814121246,-1.0,-1.0,-1.0,393,1575
0.08577258884906769,-1.0,-1.0,-1.0,394,1579
0.1133473813533783,-1.0,-1.0,-1.0,395,1583
0.12080162763595581,-1.0,-1.0,-1.0,396,1587
0.09759562462568283,-1.0,-1.0,-1.0,397,1591
0.09096889197826385,-1.0,-1.0,-1.0,398,1595
-1.0,0.07946163415908813,0.031602535396814346,0.04785910248756409,399,1599
0.09161210060119629,-1.0,-1.0,-1.0,399,1599
0.07965855300426483,-1.0,-1.0,-1.0,400,1603
0.07841672003269196,-1.0,-1.0,-1.0,401,1607
0.09024230390787125,-1.0,-1.0,-1.0,402,1611
0.09070535004138947,-1.0,-1.0,-1.0,403,1615
0.1384860873222351,-1.0,-1.0,-1.0,404,1619
0.11281369626522064,-1.0,-1.0,-1.0,405,1623
0.091157928109169,-1.0,-1.0,-1.0,406,1627
0.08619338274002075,-1.0,-1.0,-1.0,407,1631
0.10316921025514603,-1.0,-1.0,-1.0,408,1635
0.09305322170257568,-1.0,-1.0,-1.0,409,1639
0.07956081628799438,-1.0,-1.0,-1.0,410,1643
0.09048803895711899,-1.0,-1.0,-1.0,411,1647
-1.0,0.07870753854513168,0.030311906710267067,0.048395633697509766,412,1649
0.07318246364593506,-1.0,-1.0,-1.0,412,1651
0.10181424021720886,-1.0,-1.0,-1.0,413,1655
0.08412307500839233,-1.0,-1.0,-1.0,414,1659
0.08003354072570801,-1.0,-1.0,-1.0,415,1663
0.07539498805999756,-1.0,-1.0,-1.0,416,1667
0.07296805083751678,-1.0,-1.0,-1.0,417,1671
0.07514790445566177,-1.0,-1.0,-1.0,418,1675
0.0726701021194458,-1.0,-1.0,-1.0,419,1679
0.08165623247623444,-1.0,-1.0,-1.0,420,1683
0.0727568045258522,-1.0,-1.0,-1.0,421,1687
0.07460963726043701,-1.0,-1.0,-1.0,422,1691
0.07307082414627075,-1.0,-1.0,-1.0,423,1695
-1.0,0.07992340624332428,0.028980597853660583,0.050942808389663696,424,1699
0.07775579392910004,-1.0,-1.0,-1.0,424,1699
0.07164043188095093,-1.0,-1.0,-1.0,425,1703
0.07827103137969971,-1.0,-1.0,-1.0,426,1707
0.07702118903398514,-1.0,-1.0,-1.0,427,1711
0.09449039399623871,-1.0,-1.0,-1.0,428,1715
0.10542972385883331,-1.0,-1.0,-1.0,429,1719
0.10407252609729767,-1.0,-1.0,-1.0,430,1723
0.08042365312576294,-1.0,-1.0,-1.0,431,1727
0.07870808243751526,-1.0,-1.0,-1.0,432,1731
0.07646292448043823,-1.0,-1.0,-1.0,433,1735
0.07967086136341095,-1.0,-1.0,-1.0,434,1739
0.08033475279808044,-1.0,-1.0,-1.0,435,1743
0.07029718160629272,-1.0,-1.0,-1.0,436,1747
-1.0,0.11897487938404083,0.028348494321107864,0.09062638878822327,437,1749
0.07678201049566269,-1.0,-1.0,-1.0,437,1751
0.07443787157535553,-1.0,-1.0,-1.0,438,1755
0.07945142686367035,-1.0,-1.0,-1.0,439,1759
0.07286161184310913,-1.0,-1.0,-1.0,440,1763
0.06917205452919006,-1.0,-1.0,-1.0,441,1767
0.0667078047990799,-1.0,-1.0,-1.0,442,1771
0.06443410366773605,-1.0,-1.0,-1.0,443,1775
0.06345249712467194,-1.0,-1.0,-1.0,444,1779
0.06721540540456772,-1.0,-1.0,-1.0,445,1783
0.07572436332702637,-1.0,-1.0,-1.0,446,1787
