validation_loss,epoch,step,loss,reconstruction_loss,kl_loss
20.10070037841797,0,3,919.3099365234375,1.039402961730957,918.2705688476562
23.702333450317383,1,7,303.184814453125,1.0293376445770264,302.15545654296875
29.99956512451172,2,11,154.08961486816406,1.020739197731018,153.06887817382812
33.3069953918457,3,15,98.98246765136719,1.013505458831787,97.96896362304688
27.91454315185547,4,19,54.37238693237305,1.0040892362594604,53.3682975769043
22.851112365722656,5,23,36.041961669921875,1.0002065896987915,35.04175567626953
18.247983932495117,6,27,25.169239044189453,0.9907814264297485,24.17845916748047
14.631247520446777,7,31,21.939899444580078,0.981056809425354,20.958843231201172
12.429235458374023,8,35,18.334667205810547,0.9741283655166626,17.360538482666016
10.661856651306152,9,39,13.490550994873047,0.9675619602203369,12.522990226745605
9.680468559265137,10,43,11.538833618164062,0.9586883783340454,10.580144882202148
8.379684448242188,11,47,10.617496490478516,0.9493270516395569,9.668169975280762
7.450121879577637,12,51,7.972087383270264,0.9441050291061401,7.027982711791992
6.727229118347168,13,55,6.574841022491455,0.9342831969261169,5.640558242797852
6.175451755523682,14,59,6.174903869628906,0.928187370300293,5.246716499328613
6.154914855957031,15,63,6.182197093963623,0.9197187423706055,5.262478828430176
5.835122108459473,16,67,5.4381279945373535,0.9132095575332642,4.524918079376221
5.170890808105469,17,71,4.865991592407227,0.9068187475204468,3.9591732025146484
5.113619804382324,18,75,6.174215793609619,0.8966902494430542,5.277525901794434
5.047675132751465,19,79,5.278704643249512,0.8904764652252197,4.388228416442871
4.935889720916748,20,83,4.514820575714111,0.8828153014183044,3.632005453109741
4.610933303833008,21,87,5.200643539428711,0.8757467865943909,4.324897766113281
4.424538612365723,22,91,4.379438400268555,0.8696562647819519,3.509782075881958
4.064133167266846,23,95,4.242269992828369,0.8618267774581909,3.3804430961608887
4.553930282592773,24,99,6.115296840667725,0.8551349639892578,5.260161876678467
4.307720184326172,25,103,3.8795347213745117,0.8489001989364624,3.030634880065918
3.881777286529541,26,107,4.6819562911987305,0.8403916954994202,3.841564655303955
4.099854946136475,27,111,4.003752708435059,0.8344156742095947,3.1693367958068848
3.688837766647339,28,115,3.337775707244873,0.8284202814102173,2.509355068206787
3.790128231048584,29,119,3.43441104888916,0.8212162256240845,2.6131949424743652
3.429049491882324,30,123,4.208404064178467,0.8127095103263855,3.3956947326660156
3.6718063354492188,31,127,3.2966148853302,0.807506263256073,2.4891085624694824
3.350860118865967,32,131,2.9246089458465576,0.8013614416122437,2.1232476234436035
2.931983470916748,33,135,3.1481823921203613,0.794468879699707,2.3537135124206543
3.0872461795806885,34,139,2.7605462074279785,0.7866755723953247,1.9738705158233643
2.8496286869049072,35,143,3.1018381118774414,0.7819685935974121,2.31986927986145
2.7934558391571045,36,147,2.7146482467651367,0.7751103639602661,1.9395380020141602
2.634932279586792,37,151,3.195592164993286,0.7681230306625366,2.427469253540039
3.1769638061523438,38,155,3.3312158584594727,0.7613016366958618,2.569913864135742
2.727627754211426,39,159,2.741854190826416,0.7537078857421875,1.9881463050842285
2.7063465118408203,40,163,2.7617692947387695,0.7499147653579712,2.011854410171509
2.790398597717285,41,167,2.3558902740478516,0.7426544427871704,1.6132358312606812
2.5864219665527344,42,171,2.790147542953491,0.7352161407470703,2.054931163787842
2.552335500717163,43,175,2.6000068187713623,0.7306318879127502,1.8693748712539673
2.3514130115509033,44,179,2.553053140640259,0.7233225107192993,1.829730749130249
2.213811159133911,45,183,2.2012767791748047,0.7170908451080322,1.4841859340667725
2.3701961040496826,46,187,2.419254779815674,0.7135971188545227,1.7056574821472168
2.2174482345581055,47,191,2.1513333320617676,0.7055732011795044,1.4457602500915527
2.20198655128479,48,195,3.143200159072876,0.6988608837127686,2.4443392753601074
2.5163912773132324,49,199,2.5776846408843994,0.6955230236053467,1.8821616172790527
2.2058441638946533,50,203,2.729515790939331,0.6894895434379578,2.0400261878967285
2.3763134479522705,51,207,2.102203845977783,0.6824328899383545,1.4197709560394287
1.9811862707138062,52,211,1.8667938709259033,0.6745169162750244,1.1922770738601685
2.1004066467285156,53,215,1.9253785610198975,0.6707607507705688,1.2546179294586182
2.143686532974243,54,219,2.250993251800537,0.6662074327468872,1.5847859382629395
2.125124216079712,55,223,2.4636130332946777,0.658040463924408,1.805572509765625
2.020840883255005,56,227,2.271946907043457,0.6536374688148499,1.618309497833252
1.8000540733337402,57,231,1.814988136291504,0.6484307050704956,1.1665575504302979
2.0779969692230225,58,235,2.1577582359313965,0.6419781446456909,1.515779972076416
1.8331987857818604,59,239,2.0866661071777344,0.6367806196212769,1.449885368347168
1.661260962486267,60,243,1.7124803066253662,0.6313564777374268,1.0811238288879395
1.9282910823822021,61,247,1.6460838317871094,0.6267879605293274,1.0192958116531372
1.8585689067840576,62,251,1.838179111480713,0.6210118532180786,1.2171671390533447
1.8032724857330322,63,255,2.1430141925811768,0.6142085194587708,1.5288057327270508
1.7441760301589966,64,259,1.790919542312622,0.6090227365493774,1.1818968057632446
1.6351251602172852,65,263,1.487932801246643,0.6033411622047424,0.8845915794372559
1.5790221691131592,66,267,1.7034261226654053,0.5977691411972046,1.1056568622589111
1.495395541191101,67,271,1.7370579242706299,0.5932947397232056,1.1437633037567139
1.500062108039856,68,275,1.711409091949463,0.5884760618209839,1.1229329109191895
1.6107871532440186,69,279,1.7276861667633057,0.5828770399093628,1.1448091268539429
1.3811606168746948,70,283,1.6185383796691895,0.5782561898231506,1.0402820110321045
1.4823205471038818,71,287,1.474021553993225,0.5730909109115601,0.900930643081665
1.3463809490203857,72,291,1.6161067485809326,0.5685988664627075,1.0475080013275146
1.4730989933013916,73,295,1.2991092205047607,0.5629980564117432,0.7361111640930176
1.3341388702392578,74,299,1.2597095966339111,0.5574304461479187,0.7022791504859924
1.4028233289718628,75,303,1.467599630355835,0.5530130863189697,0.9145866632461548
1.491281270980835,76,307,1.5008728504180908,0.548383355140686,0.9524893760681152
1.3470286130905151,77,311,1.4897581338882446,0.5435539484024048,0.9462041854858398
1.1747156381607056,78,315,1.1809195280075073,0.5382248163223267,0.6426948308944702
1.2140146493911743,79,319,1.2273056507110596,0.531610906124115,0.6956946849822998
1.4495599269866943,80,323,1.3064579963684082,0.5290018916130066,0.7774561047554016
1.3126208782196045,81,327,1.2362127304077148,0.5251179933547974,0.7110947370529175
1.271298885345459,82,331,1.1780592203140259,0.519354522228241,0.6587047576904297
1.1909658908843994,83,335,1.1905251741409302,0.5152088403701782,0.6753162145614624
1.2454488277435303,84,339,1.1712775230407715,0.5110059380531311,0.6602715849876404
1.0951497554779053,85,343,1.4454790353775024,0.5058464407920837,0.9396325945854187
1.0936734676361084,86,347,1.0827133655548096,0.5014656186103821,0.581247866153717
1.2540638446807861,87,351,1.1549761295318604,0.4955516457557678,0.6594244837760925
1.2314648628234863,88,355,1.1029704809188843,0.4912841320037842,0.6116863489151001
1.0510060787200928,89,359,1.0714315176010132,0.4871004521846771,0.5843310952186584
1.1187330484390259,90,363,1.1019976139068604,0.48208582401275635,0.6199118494987488
1.146829605102539,91,367,1.1745963096618652,0.47841206192970276,0.6961842775344849
1.0863748788833618,92,371,1.2227803468704224,0.4745325744152069,0.7482478022575378
1.1331602334976196,93,375,1.0358086824417114,0.469035267829895,0.5667733550071716
1.0525275468826294,94,379,0.9796066284179688,0.4654189944267273,0.5141876339912415
1.0057709217071533,95,383,1.2049431800842285,0.4610813856124878,0.7438617944717407
1.0611037015914917,96,387,1.174554467201233,0.4567966163158417,0.7177578210830688
1.0297255516052246,97,391,1.0192620754241943,0.45286959409713745,0.5663925409317017
1.0811045169830322,98,395,0.9591805934906006,0.44852304458618164,0.5106576085090637
1.0416488647460938,99,399,1.2029376029968262,0.4438997507095337,0.7590377926826477
0.9902775287628174,100,403,0.9991733431816101,0.44053566455841064,0.5586376786231995
0.9648224115371704,101,407,1.0791778564453125,0.43717727065086365,0.6420006155967712
0.8661322593688965,102,411,1.2275208234786987,0.43327516317367554,0.794245719909668
0.9371770620346069,103,415,0.8863949179649353,0.4294910430908203,0.4569038450717926
0.9131627082824707,104,419,0.9469535946846008,0.4247894883155823,0.5221640467643738
0.8386840224266052,105,423,0.8398577570915222,0.41958847641944885,0.420269250869751
0.9087283611297607,106,427,0.9221066832542419,0.4168921113014221,0.5052145719528198
0.91892409324646,107,431,1.0671002864837646,0.41274330019950867,0.6543569564819336
0.897344708442688,108,435,0.8608236312866211,0.4079846739768982,0.4528389275074005
0.8858535289764404,109,439,0.8779786825180054,0.40461570024490356,0.4733629822731018
0.7435601949691772,110,443,0.815213680267334,0.40038740634918213,0.41482624411582947
0.8317855596542358,111,447,0.8212407827377319,0.39734911918640137,0.42389169335365295
0.9555895924568176,112,451,0.8488715887069702,0.39391660690307617,0.45495501160621643
0.7469714879989624,113,455,0.8670653104782104,0.3911898136138916,0.47587546706199646
0.7538683414459229,114,459,0.8072292804718018,0.3851105272769928,0.42211878299713135
0.9492958784103394,115,463,0.788528561592102,0.38270270824432373,0.4058258533477783
0.7464410066604614,116,467,0.7101091146469116,0.379165381193161,0.3309437036514282
0.8009389638900757,117,471,0.8100961446762085,0.3758961260318756,0.4341999888420105
0.7813601493835449,118,475,0.815711259841919,0.3713068664073944,0.44440436363220215
0.7381919622421265,119,479,0.7134312987327576,0.3684707283973694,0.3449605405330658
0.8668848276138306,120,483,0.7331291437149048,0.3636203408241272,0.3695088028907776
0.7563942670822144,121,487,0.6927789449691772,0.360283225774765,0.3324957489967346
0.6857767105102539,122,491,0.8080825209617615,0.3582978844642639,0.44978466629981995
0.6776008009910583,123,495,0.9374336004257202,0.35387757420539856,0.583556056022644
0.6975111961364746,124,499,0.7320890426635742,0.35158640146255493,0.3805026710033417
0.7162767648696899,125,503,0.786393404006958,0.3465215563774109,0.43987178802490234
0.7104331254959106,126,507,0.7579489946365356,0.34312960505485535,0.4148193895816803
0.6790749430656433,127,511,0.7853893041610718,0.34028172492980957,0.4451075792312622
0.8538404703140259,128,515,0.685767412185669,0.3372124135494232,0.3485550284385681
0.7580994367599487,129,519,0.6661934852600098,0.3339444398880005,0.3322490155696869
0.6588448882102966,130,523,0.6245125532150269,0.330838680267334,0.29367387294769287
0.632983922958374,131,527,0.6690536141395569,0.3278829753398895,0.34117063879966736
0.8029820919036865,132,531,0.6426554322242737,0.3248336911201477,0.3178216814994812
0.6228827238082886,133,535,0.7313116192817688,0.32258498668670654,0.40872663259506226
0.6081781387329102,134,539,0.7348446249961853,0.31850743293762207,0.41633716225624084
0.6858385801315308,135,543,0.5588098764419556,0.31511005759239197,0.24369987845420837
0.5903077721595764,136,547,0.8880363702774048,0.3119727671146393,0.5760636329650879
0.5760238170623779,137,551,0.6431180238723755,0.3093762993812561,0.3337417542934418
0.5965156555175781,138,555,0.6637358665466309,0.3056640625,0.35807180404663086
0.501721978187561,139,559,0.6512513756752014,0.3033316135406494,0.347919762134552
0.554265022277832,140,563,0.5650931000709534,0.2988137900829315,0.26627933979034424
0.6132010221481323,141,567,0.5414583683013916,0.29713988304138184,0.24431848526000977
0.6943035125732422,142,571,0.593264102935791,0.29423031210899353,0.2990337610244751
0.6919469833374023,143,575,0.8405863642692566,0.29146629571914673,0.5491200685501099
0.6042044162750244,144,579,0.6135684251785278,0.28821343183517456,0.32535502314567566
0.6950585842132568,145,583,0.5216978788375854,0.2859955430030823,0.23570233583450317
0.5538744330406189,146,587,0.558357834815979,0.2830185890197754,0.2753392457962036
0.5729817152023315,147,591,0.5434584617614746,0.27899205684661865,0.26446646451950073
0.6094576716423035,148,595,0.49562400579452515,0.2774425745010376,0.21818141639232635
0.5449883937835693,149,599,0.6406958103179932,0.2738434672355652,0.366852343082428
0.4988611340522766,150,603,0.5688560009002686,0.2713295817375183,0.29752644896507263
0.6687650680541992,151,607,0.5417876243591309,0.26852333545684814,0.2732642889022827
0.4983968138694763,152,611,0.6692725419998169,0.26600542664527893,0.40326714515686035
0.5283709764480591,153,615,0.6460950970649719,0.26355957984924316,0.38253554701805115
0.5285409688949585,154,619,0.5194827318191528,0.261491060256958,0.25799164175987244
0.4552686810493469,155,623,0.6122757792472839,0.2583332061767578,0.35394254326820374
0.4780871868133545,156,627,0.5155981779098511,0.25527340173721313,0.26032474637031555
0.436492383480072,157,631,0.5057166218757629,0.25271856784820557,0.25299808382987976
0.4690864682197571,158,635,0.469184547662735,0.2510823607444763,0.21810220181941986
0.5388926267623901,159,639,0.462779700756073,0.24868841469287872,0.21409128606319427
0.4550071954727173,160,643,0.5450296998023987,0.24591782689094543,0.29911184310913086
0.4220832586288452,161,647,0.45731693506240845,0.24315375089645386,0.2141631543636322
0.5036329030990601,162,651,0.5613707900047302,0.24084071815013885,0.3205300569534302
0.5059090256690979,163,655,0.5541880130767822,0.23897624015808105,0.31521177291870117
0.47822943329811096,164,659,0.5383114814758301,0.23588010668754578,0.3024314045906067
0.4519917964935303,165,663,0.4977778494358063,0.23370926082134247,0.2640685737133026
0.38887083530426025,166,667,0.4538015127182007,0.23124869167804718,0.2225528061389923
0.34711748361587524,167,671,0.40616723895072937,0.22938084602355957,0.1767863929271698
0.4663870632648468,168,675,0.42417827248573303,0.22593636810779572,0.1982419192790985
0.4423384666442871,169,679,0.4531279504299164,0.22441014647483826,0.22871780395507812
0.4704301059246063,170,683,0.6828730702400208,0.22176365554332733,0.4611093997955322
0.3933136463165283,171,687,0.5324165225028992,0.21998828649520874,0.31242823600769043
0.4382402002811432,172,691,0.6159021854400635,0.2169794738292694,0.39892277121543884
0.4483885169029236,173,695,0.588407039642334,0.21499067544937134,0.37341633439064026
0.40417033433914185,174,699,0.5709216594696045,0.21308384835720062,0.35783782601356506
0.4659245014190674,175,703,0.46953442692756653,0.21067029237747192,0.2588641047477722
0.38534945249557495,176,707,0.414739191532135,0.20817060768604279,0.20656859874725342
0.5018030405044556,177,711,0.5245534181594849,0.20668905973434448,0.3178643584251404
0.4431639313697815,178,715,0.4882417619228363,0.2040526121854782,0.2841891646385193
0.4370386004447937,179,719,0.5032327175140381,0.20284540951251984,0.30038726329803467
0.3691028356552124,180,723,0.43214213848114014,0.20032915472984314,0.2318129688501358
0.419472873210907,181,727,0.37929287552833557,0.1975865513086319,0.18170630931854248
0.3497147560119629,182,731,0.35950273275375366,0.19580036401748657,0.1637023687362671
0.3732638657093048,183,735,0.4576970934867859,0.19417345523834229,0.2635236382484436
0.37364161014556885,184,739,0.4382733106613159,0.19191908836364746,0.24635419249534607
0.38021978735923767,185,743,0.36786115169525146,0.19020722806453705,0.1776539385318756
0.3217897117137909,186,747,0.3749501705169678,0.18752102553844452,0.18742915987968445
0.32817399501800537,187,751,0.3459826111793518,0.18650099635124207,0.15948161482810974
0.2783776521682739,188,755,0.3523395359516144,0.1836959421634674,0.16864362359046936
0.3059907555580139,189,759,0.38476353883743286,0.18205444514751434,0.2027091085910797
0.279975950717926,190,763,0.5050594210624695,0.18081218004226685,0.324247270822525
0.34266507625579834,191,767,0.364798367023468,0.17965298891067505,0.18514540791511536
0.3259510397911072,192,771,0.342837393283844,0.17670822143554688,0.16612917184829712
0.30964726209640503,193,775,0.4621182680130005,0.17501506209373474,0.28710323572158813
0.32126688957214355,194,779,0.39160847663879395,0.17321312427520752,0.21839535236358643
0.3184748888015747,195,783,0.385284423828125,0.17137853801250458,0.213905930519104
0.3151054382324219,196,787,0.3011227250099182,0.16968241333961487,0.13144031167030334
0.3292481303215027,197,791,0.31663960218429565,0.16791674494743347,0.14872288703918457
0.2505486011505127,198,795,0.34740638732910156,0.16644951701164246,0.1809568703174591
0.28464317321777344,199,799,0.351409912109375,0.16396091878414154,0.18744896352291107
0.32126450538635254,200,803,0.3241429328918457,0.16267865896224976,0.16146427392959595
0.3390830159187317,201,807,0.3234562873840332,0.161598801612854,0.1618574559688568
0.32153403759002686,202,811,0.31686368584632874,0.15928447246551514,0.1575792133808136
0.299690842628479,203,815,0.2980726361274719,0.15779411792755127,0.14027848839759827
0.3077661395072937,204,819,0.34158727526664734,0.15560995042324066,0.18597733974456787
0.30973541736602783,205,823,0.29041171073913574,0.15458939969539642,0.1358223259449005
0.27859267592430115,206,827,0.31308960914611816,0.15279313921928406,0.1602964699268341
0.2772893011569977,207,831,0.29719579219818115,0.151502788066864,0.14569303393363953
0.2651471793651581,208,835,0.3455928564071655,0.14979496598243713,0.195797860622406
