loss,reconstruction_loss,kl_loss,epoch,step
9.04716968536377,0.9448596835136414,8.102310180664062,12,49
4.9901604652404785,0.8513800501823425,4.13878059387207,24,99
4.022066116333008,0.7692644000053406,3.2528016567230225,37,149
3.830834150314331,0.690495491027832,3.140338659286499,49,199
2.071377754211426,0.6218239068984985,1.4495537281036377,62,249
1.2600340843200684,0.5575017333030701,0.7025322914123535,74,299
1.0986783504486084,0.49547073245048523,0.6032076478004456,87,349
1.6074542999267578,0.44249653816223145,1.1649577617645264,99,399
1.0374755859375,0.39376989006996155,0.6437057256698608,112,449
0.8756641149520874,0.34837669134140015,0.5272874236106873,124,499
0.8596090078353882,0.3092680275440216,0.550341010093689,137,549
0.6269252896308899,0.2725638449192047,0.3543614447116852,149,599
0.5085808038711548,0.24118390679359436,0.2673968970775604,162,649
1.0444759130477905,0.21240685880184174,0.8320690393447876,174,699
0.5654327273368835,0.18549661338329315,0.3799360990524292,187,749
0.5530464053153992,0.16471050679683685,0.3883358836174011,199,799
0.3774614930152893,0.14422278106212616,0.23323869705200195,212,849
0.4715799391269684,0.12619486451148987,0.3453850746154785,224,899
0.36315780878067017,0.11049263924360275,0.2526651620864868,237,949
0.2999662160873413,0.09824450314044952,0.2017216980457306,249,999
0.308856725692749,0.08566346019506454,0.22319325804710388,262,1049
0.27209198474884033,0.07588107883930206,0.19621092081069946,274,1099
0.31447750329971313,0.06704214960336685,0.24743536114692688,287,1149
0.23979786038398743,0.060881949961185455,0.17891591787338257,299,1199
0.18167728185653687,0.05469954013824463,0.12697774171829224,312,1249
0.29093626141548157,0.049534689635038376,0.2414015829563141,324,1299
0.203530952334404,0.045079305768013,0.158451646566391,337,1349
0.20161251723766327,0.04093377664685249,0.16067874431610107,349,1399
0.19738107919692993,0.038284894078969955,0.15909618139266968,362,1449
0.1558571755886078,0.036104705184698105,0.11975246667861938,374,1499
0.16094492375850677,0.03307364508509636,0.12787127494812012,387,1549
0.27111077308654785,0.03261139616370201,0.23849937319755554,399,1599
0.20412380993366241,0.03053279034793377,0.1735910177230835,412,1649
0.2076384574174881,0.028688354417681694,0.17895010113716125,424,1699
0.1122831255197525,0.028097257018089294,0.08418586850166321,437,1749
0.13339769840240479,0.027995768934488297,0.10540193319320679,449,1799
0.15583156049251556,0.02698405086994171,0.12884750962257385,462,1849
0.15484271943569183,0.026896877214312553,0.12794584035873413,474,1899
0.14235255122184753,0.025430146604776382,0.11692240834236145,487,1949
0.09561078250408173,0.02604850009083748,0.06956228613853455,499,1999
