loss,reconstruction_loss,kl_loss,epoch,step
6.502798557281494,0.9451162219047546,5.557682514190674,12,49
3.7961339950561523,0.8487464189529419,2.9473876953125,24,99
2.626878023147583,0.7701792120933533,1.856698751449585,37,149
4.476139545440674,0.6925841569900513,3.783555507659912,49,199
1.6322803497314453,0.62083500623703,1.0114452838897705,62,249
1.4567410945892334,0.5544806718826294,0.902260422706604,74,299
1.1022334098815918,0.4979103207588196,0.6043230891227722,87,349
1.3400824069976807,0.44245195388793945,0.8976303935050964,99,399
0.7625883221626282,0.39484092593193054,0.36774739623069763,112,449
0.8922743797302246,0.3514203131198883,0.5408540964126587,124,499
0.6091756224632263,0.3109441101551056,0.2982315123081207,137,549
0.5200901031494141,0.2724672257900238,0.24762284755706787,149,599
0.4365993142127991,0.24022667109966278,0.19637265801429749,162,649
0.36461329460144043,0.21344967186450958,0.15116360783576965,174,699
0.3200952410697937,0.1871049851179123,0.1329902708530426,187,749
0.2726486027240753,0.16476655006408691,0.1078820526599884,199,799
0.2693819999694824,0.14257843792438507,0.12680357694625854,212,849
0.2545297145843506,0.12669464945793152,0.12783506512641907,224,899
0.2034173607826233,0.11154720932245255,0.09187015891075134,237,949
0.21640540659427643,0.09659238159656525,0.11981302499771118,249,999
0.17630651593208313,0.08656474202871323,0.0897417664527893,262,1049
0.2190781533718109,0.07592342048883438,0.14315474033355713,274,1099
0.15325115621089935,0.06755788624286652,0.08569326996803284,287,1149
0.13648203015327454,0.06142071634531021,0.07506132125854492,299,1199
0.12164755165576935,0.05528823658823967,0.06635931134223938,312,1249
0.2201848179101944,0.04909459874033928,0.17109021544456482,324,1299
0.11855126917362213,0.04567373916506767,0.07287752628326416,337,1349
0.09363871812820435,0.04097268357872963,0.052666038274765015,349,1399
0.08096225559711456,0.03838597610592842,0.04257628321647644,362,1449
0.09950873255729675,0.03593200072646141,0.06357672810554504,374,1499
0.08901102095842361,0.03366858512163162,0.05534243583679199,387,1549
0.08362774550914764,0.03214959427714348,0.05147814750671387,399,1599
0.11662860959768295,0.030641606077551842,0.08598700165748596,412,1649
0.06668324023485184,0.029907172545790672,0.036776065826416016,424,1699
0.06788532435894012,0.0278939139097929,0.039991408586502075,437,1749
0.07826392352581024,0.02809124067425728,0.05017268657684326,449,1799
0.05797518789768219,0.027077628299593925,0.030897557735443115,462,1849
0.09693874418735504,0.02625139430165291,0.07068735361099243,474,1899
0.06100745499134064,0.025776639580726624,0.035230815410614014,487,1949
0.06088666617870331,0.02537648193538189,0.03551018238067627,499,1999
